First Name,Last Name,Email,Company,Phone,Lifecycle Stage,Created At
Jane,brown,jane.brown@yahoo.com,Acme Inc,09171234567,customer,May 10 2023
SARA,Lopez,,Umbrella Corp,09171234567,lead,06/27/2024
John,Clark,,Globex,(555) 123-4567,customer,Jun 20 2023
Bob,Davis,bob.davis@test.con,Globex,+1 555 123 4567,lead,2023-10-21
Alice,Doe,alice.doe@company.com,Initech,+1 555 123 4567,customer,Aug 17 2022
Anna,Davis,anna.davis@test.con,Umbrella Corp,(555) 123-4567,lead,May 25 2023
DAVID,clark,david.clark@gmail,Soylent,(555) 123-4567,customer,2023-07-30
John,Johnson,john.johnson@gmail,Soylent,09171234567,Customer,11/04/2023
Bob,Smith,bob.smith@company.com,Soylent,(555) 123-4567,Customer,2022-04-19
Mike,doe,mike.doe@gmail.com,Stark Industries,09171234567,Lead,2023-04-14
Emily,Doe,emily.doe@gmail,Soylent,5551234567,marketing qualified lead,Jan 05 2022
Emily,Davis, emily.davis@yahoo.com ,Hooli,5551234567,Customer,2024-04-14
Sara,Clark,sara.clark@gmail,Hooli,5551234567,MQL,02/12/2023
Mike,Lopez,mike.lopez@company.com,Stark Industries,(555) 123-4567,Customer,Jan 25 2024
Chris,garcia,chris.garcia@yahoo.com,Soylent,(555) 123-4567,Customer,04/29/2022
Mike,Clark,,Soylent,+1 555 123 4567,lead,2023-01-26
Alice,lee, alice.lee@gmail.com ,Hooli,(555) 123-4567,Lead,Feb 11 2024
David,Johnson,david.johnson@yahoo.com,Soylent,(555) 123-4567,Customer,2023-11-12
SARA,Clark,sara.clark@yahoo.com,Soylent,09171234567,Lead,Jul 22 2024
DAVID,Lopez, david.lopez@yahoo.com ,Initech,09171234567,Lead,2023-12-01
Mike,Smith,mike.smith@yahoo.com,Globex,(555) 123-4567,lead,12/05/2022
SARA,Lopez,,Stark Industries,(555) 123-4567,marketing qualified lead,Mar 19 2024
David,Johnson, david.johnson@gmail ,Globex,09171234567,customer,07/04/2023
Sara,Garcia, sara.garcia@gmail ,Soylent,09171234567,customer,Apr 23 2024
Emily,lopez,,Umbrella Corp,+1 555 123 4567,marketing qualified lead,Sep 20 2022
Sara,Clark,sara.clark@gmail.com,Initech,5551234567,MQL,2023-06-11
DAVID,clark,david.clark@yahoo.com,Stark Industries,09171234567,lead,Jul 30 2022
Mike,doe, mike.doe@test.con ,Hooli,(555) 123-4567,lead,2022-03-31
Emily,Johnson,emily.johnson@test.con,N/A,09171234567,marketing qualified lead,2022-11-20
Emily,smith, emily.smith@gmail ,Acme Inc,(555) 123-4567,Customer,Nov 05 2022
Mike,Smith, mike.smith@yahoo.com ,Hooli,09171234567,customer,Oct 30 2022
Sara,Smith,sara.smith@gmail.com,Acme Inc,+1 555 123 4567,customer,09/03/2023
Sara,Johnson,sara.johnson@gmail,Globex,5551234567,Lead,Aug 15 2022
Emily,Smith,emily.smith@gmail,Umbrella Corp,+1 555 123 4567,MQL,2023-11-19
SARA,Garcia,sara.garcia@gmail.com,Initech,+1 555 123 4567,Lead,11/22/2022
Emily,Brown,emily.brown@company.com,Umbrella Corp,5551234567,lead,2022-11-17
CHRIS,Garcia,chris.garcia@test.con,Umbrella Corp,09171234567,MQL,03/04/2024
Jane,lee,,N/A,(555) 123-4567,Customer,Jun 26 2024
Emily,Lopez,emily.lopez@gmail.com,Soylent,(555) 123-4567,customer,Jul 04 2024
Bob,Lopez, bob.lopez@test.con ,Soylent,+1 555 123 4567,marketing qualified lead,Jan 08 2023
Emily,brown,,Globex,5551234567,Customer,01/20/2024
Bob,Doe,,Soylent,(555) 123-4567,marketing qualified lead,04/26/2023
Jane,Clark,jane.clark@company.com,Soylent,5551234567,marketing qualified lead,11/01/2023
David,Lee,,Umbrella Corp,(555) 123-4567,MQL,05/14/2023
Anna,Brown,anna.brown@company.com,Globex,5551234567,Lead,06/11/2022
Mike,Garcia,,-,5551234567,customer,Jun 15 2022
ALICE,Clark,alice.clark@gmail.com,test,(555) 123-4567,Lead,06/14/2023
Jane,Johnson,jane.johnson@test.con,Globex,5551234567,marketing qualified lead,2023-09-08
DAVID,Lee,,Soylent,+1 555 123 4567,Lead,01/23/2023
David,Martinez, david.martinez@yahoo.com ,Umbrella Corp,+1 555 123 4567,customer,2023-05-31
David,Smith,david.smith@test.con,Soylent,09171234567,MQL,2024-06-14
Anna,Martinez,anna.martinez@gmail,Acme Inc,09171234567,Lead,09/18/2022
Emily,clark,emily.clark@gmail.com,Soylent,+1 555 123 4567,customer,01/08/2022
SARA,Doe,sara.doe@company.com,Initech,09171234567,customer,Jan 10 2023
Mike,Clark,mike.clark@company.com,Soylent,09171234567,MQL,Nov 11 2022
Jane,Johnson,jane.johnson@yahoo.com,Acme Inc,5551234567,customer,02/15/2023
John,Brown,,Stark Industries,5551234567,marketing qualified lead,Aug 06 2024
JANE,Lopez, jane.lopez@test.con ,Soylent,(555) 123-4567,Customer,Sep 13 2024
ANNA,Davis,anna.davis@gmail,Initech,5551234567,lead,Mar 13 2024
John,garcia,john.garcia@yahoo.com,Acme Inc,(555) 123-4567,marketing qualified lead,Dec 28 2022
Jane,Doe,jane.doe@gmail,Soylent,(555) 123-4567,MQL,09/13/2024
MIKE,lopez,mike.lopez@gmail,Acme Inc,+1 555 123 4567,customer,10/29/2022
David,Lopez,david.lopez@test.con,Soylent,09171234567,Lead,02/15/2024
Emily,Smith,emily.smith@test.con,Hooli,5551234567,Customer,2023-12-20
David,Smith, david.smith@company.com ,Acme Inc,09171234567,Customer,02/06/2024
Sara,Johnson,sara.johnson@yahoo.com,Umbrella Corp,5551234567,Lead,2024-01-24
Bob,Lopez,bob.lopez@gmail.com,Acme Inc,09171234567,customer,Jan 07 2022
Sara,Davis,sara.davis@gmail,Stark Industries,(555) 123-4567,marketing qualified lead,Jul 07 2022
John,Clark,john.clark@gmail,Acme Inc,(555) 123-4567,marketing qualified lead,May 31 2024
David,davis,david.davis@yahoo.com,Umbrella Corp,+1 555 123 4567,MQL,Jan 06 2023
Chris,Davis,chris.davis@yahoo.com,Umbrella Corp,09171234567,Lead,Mar 06 2023
Anna,Brown,anna.brown@yahoo.com,Stark Industries,+1 555 123 4567,Customer,2022-10-04
Alice,davis,alice.davis@test.con,Globex,(555) 123-4567,marketing qualified lead,11/04/2022
Alice,Smith,alice.smith@gmail.com,Umbrella Corp,(555) 123-4567,MQL,01/05/2023
JOHN,Martinez,john.martinez@gmail,Globex,5551234567,MQL,12/30/2022
Jane,Martinez,jane.martinez@yahoo.com,Stark Industries,5551234567,Customer,04/07/2024
JANE,Doe,jane.doe@company.com,Hooli,(555) 123-4567,Customer,Oct 01 2022
Sara,Lopez,sara.lopez@yahoo.com,Globex,+1 555 123 4567,Lead,2024-01-16
JANE,johnson,jane.johnson@gmail.com,Umbrella Corp,+1 555 123 4567,lead,02/29/2024
EMILY,Brown,emily.brown@test.con,Initech,5551234567,Lead,01/26/2024
ALICE,Smith,alice.smith@company.com,Stark Industries,09171234567,marketing qualified lead,Sep 25 2024
EMILY,Brown,emily.brown@test.con,Initech,5551234567,Lead,01/26/2024
Emily,Davis,emily.davis@test.con,Soylent,09171234567,Lead,2024-04-16
Mike,doe,mike.doe@gmail.com,Stark Industries,09171234567,Lead,2023-04-14
Mike,Smith,mike.smith@yahoo.com,Globex,(555) 123-4567,lead,12/05/2022
EMILY,Johnson,,Stark Industries,09171234567,customer,2022-12-02
Sara,Garcia, sara.garcia@gmail ,Soylent,09171234567,customer,Apr 23 2024
MIKE,brown,mike.brown@yahoo.com,Globex,5551234567,customer,06/24/2023
Anna,Garcia,anna.garcia@gmail.com,Globex,09171234567,Lead,07/24/2024
Mike,Lopez, mike.lopez@yahoo.com ,Stark Industries,5551234567,Lead,06/21/2024
Anna,Lopez,anna.lopez@gmail.com,Umbrella Corp,+1 555 123 4567,customer,Aug 08 2023
Bob,Smith,bob.smith@yahoo.com,Umbrella Corp,(555) 123-4567,Customer,May 01 2022
SARA,Doe,sara.doe@company.com,Initech,09171234567,customer,Jan 10 2023
Bob,Lee,,Stark Industries,(555) 123-4567,lead,Jul 03 2023
Anna,Davis,anna.davis@test.con,Umbrella Corp,(555) 123-4567,lead,May 25 2023
John,Clark,,Globex,(555) 123-4567,customer,Jun 20 2023
Sara,clark,sara.clark@test.con,Soylent,5551234567,marketing qualified lead,Apr 15 2022
Emily,clark,emily.clark@gmail.com,Soylent,+1 555 123 4567,customer,01/08/2022
Jane,Lopez,jane.lopez@yahoo.com,Globex,09171234567,marketing qualified lead,Oct 04 2022
Alice,Doe,alice.doe@company.com,Soylent,09171234567,Customer,03/24/2022
Jane,brown, jane.brown@test.con ,Umbrella Corp,5551234567,customer,01/28/2023
Anna,johnson,anna.johnson@gmail.com,test,+1 555 123 4567,customer,Feb 29 2024
Mike,Doe, mike.doe@gmail.com ,Soylent,+1 555 123 4567,MQL,08/14/2024
Emily,Smith,emily.smith@test.con,Hooli,5551234567,Customer,2023-12-20
David,Smith,david.smith@gmail,Soylent,+1 555 123 4567,lead,2024-02-27
John,Martinez, john.martinez@gmail.com ,Globex,5551234567,Lead,07/04/2023
Anna,Lopez,anna.lopez@gmail.com,Hooli,(555) 123-4567,Lead,03/31/2023
Jane,Johnson,jane.johnson@test.con,Globex,5551234567,marketing qualified lead,2023-09-08
John,Brown,john.brown@yahoo.com,Soylent,5551234567,Customer,04/20/2024
Jane,Clark,jane.clark@company.com,Soylent,5551234567,marketing qualified lead,11/01/2023
SARA,Martinez,sara.martinez@gmail.com,Hooli,5551234567,customer,2023-06-18
EMILY,brown, emily.brown@test.con ,Soylent,5551234567,marketing qualified lead,Jul 23 2024
Chris,Doe, chris.doe@test.con ,Initech,09171234567,Customer,05/04/2024
ALICE,Lee,alice.lee@gmail.com,Initech,09171234567,Customer,Sep 20 2022
SARA,Davis, sara.davis@gmail.com ,Initech,(555) 123-4567,lead,2024-01-08
John,Johnson,john.johnson@test.con,Initech,+1 555 123 4567,Lead,Jul 24 2024
JANE,Davis,jane.davis@gmail.com,Acme Inc,(555) 123-4567,lead,10/28/2022
Chris,Doe,,Globex,(555) 123-4567,lead,Dec 27 2023
David,Smith,david.smith@company.com,Hooli,+1 555 123 4567,marketing qualified lead,Dec 29 2022
JANE,johnson,jane.johnson@gmail.com,Umbrella Corp,+1 555 123 4567,lead,02/29/2024
Mike,Garcia,,Acme Inc,5551234567,customer,11/26/2023
Alice,Johnson,alice.johnson@company.com,Soylent,+1 555 123 4567,Customer,12/19/2023
Sara,Clark,sara.clark@gmail,Hooli,09171234567,lead,Mar 01 2024
ANNA,lee, anna.lee@yahoo.com ,Hooli,09171234567,Customer,Sep 21 2022
EMILY,Lopez,emily.lopez@gmail.com,Stark Industries,5551234567,Customer,08/05/2022
Bob,Lopez,bob.lopez@gmail.com,Acme Inc,09171234567,customer,Jan 07 2022
Bob,Lopez,bob.lopez@yahoo.com,Soylent,(555) 123-4567,Customer,Feb 13 2024
Chris,Davis,chris.davis@yahoo.com,Umbrella Corp,09171234567,Lead,Mar 06 2023
Mike,davis,mike.davis@yahoo.com,N/A,(555) 123-4567,lead,07/02/2024
David,Johnson,,Acme Inc,09171234567,Lead,12/06/2023
Jane,Garcia, jane.garcia@test.con ,Hooli,+1 555 123 4567,marketing qualified lead,Aug 23 2024
John,Brown,john.brown@gmail,Initech,09171234567,lead,Apr 25 2023
Mike,Clark,mike.clark@test.con,Umbrella Corp,09171234567,marketing qualified lead,2022-06-21
Mike,Brown,mike.brown@yahoo.com,Stark Industries,+1 555 123 4567,customer,Dec 26 2022
Jane,Davis, jane.davis@gmail.com ,Acme Inc,+1 555 123 4567,lead,2024-08-06
John,smith,john.smith@yahoo.com,Soylent,+1 555 123 4567,Lead,Sep 16 2022
Alice,Lopez,alice.lopez@gmail.com,Acme Inc,09171234567,customer,Feb 11 2023
ANNA,Garcia,anna.garcia@gmail,Stark Industries,(555) 123-4567,Lead,Nov 13 2023
Sara,lopez,sara.lopez@gmail.com,Umbrella Corp,+1 555 123 4567,MQL,2024-01-02
EMILY,doe,emily.doe@test.con,Initech,09171234567,lead,07/03/2023
Bob,Doe,,Soylent,(555) 123-4567,marketing qualified lead,04/26/2023
John,Doe,john.doe@test.con,Soylent,09171234567,marketing qualified lead,2022-10-07
Emily,Lopez,emily.lopez@company.com,Soylent,+1 555 123 4567,Lead,Apr 27 2023
Alice,Lopez, alice.lopez@gmail.com ,Acme Inc,+1 555 123 4567,Customer,03/13/2024
Chris,Martinez,,Globex,+1 555 123 4567,marketing qualified lead,04/29/2022
Emily,Brown,emily.brown@company.com,Umbrella Corp,5551234567,lead,2022-11-17
Jane,Garcia,jane.garcia@yahoo.com,Stark Industries,(555) 123-4567,customer,2023-08-28
Bob,Martinez,bob.martinez@company.com,Initech,(555) 123-4567,customer,2023-09-03
Mike,Smith, mike.smith@yahoo.com ,Globex,+1 555 123 4567,customer,2023-06-01
Emily,Johnson,emily.johnson@yahoo.com,Stark Industries,(555) 123-4567,lead,2022-01-23
Jane,Clark, jane.clark@yahoo.com ,Hooli,+1 555 123 4567,MQL,Mar 07 2023
ANNA,garcia,anna.garcia@gmail.com,Acme Inc,(555) 123-4567,Customer,Apr 22 2022
Bob,Garcia,bob.garcia@gmail,Acme Inc,(555) 123-4567,Lead,May 14 2022
Sara,Smith,sara.smith@gmail.com,Acme Inc,+1 555 123 4567,customer,09/03/2023
John,Clark,john.clark@gmail,Acme Inc,(555) 123-4567,marketing qualified lead,May 31 2024
EMILY,Johnson, emily.johnson@gmail ,Stark Industries,+1 555 123 4567,customer,11/28/2022
Emily,Johnson,emily.johnson@test.con,N/A,09171234567,marketing qualified lead,2022-11-20
Emily,Clark,emily.clark@test.con,Globex,09171234567,marketing qualified lead,2022-09-23
Mike,Garcia,mike.garcia@test.con,Umbrella Corp,+1 555 123 4567,Customer,Sep 14 2024
David,Clark,david.clark@gmail,Acme Inc,09171234567,marketing qualified lead,Feb 14 2022
ALICE,Clark,alice.clark@yahoo.com,Initech,09171234567,customer,02/24/2022
